,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
Oregon,1981.280487475978,1635.5186112520896,842.9630721939427,488.4552017390471,817.3339328583413,2387.957882327021,2336.175775256795,2430.3278836816035,2183.7718308113376,1394.6013791438202,290.48758101697797,1603.694933880096,1794.824483277424,1189.316472001992,1929.7349887528985,1771.8032259374997,2451.8768728435816,2277.326544252959,2483.5087322604427,1727.2472539385321,1271.6100263215749,1548.590525178267,1858.4311618339354,539.3470194859907,2254.2174567992815,978.3484682492569,1061.5214074762723,2425.16048008971,2361.4041674667033,1027.4943161136978,406.5979096847035,2295.8131106689143,1931.9725012235062,1387.9687635943221,0.0,2196.375799554151,2466.7825411489903,2210.406332285555,1028.5874830896532,1884.481688955274,1386.5879076197202,579.2412878241447,2221.8209109063237,2349.3264418049707,272.73746349230106,1578.7399027180759,2099.5724380115666,668.4000308932875
Pennsylvania,814.6573776247676,896.1376361401556,1910.552224167833,2270.9797941133834,1506.0290974436402,215.14089282991682,181.1726402519602,964.930421745422,699.3941708174337,824.704922107979,1907.1525224272589,639.4869052283389,442.48606403089525,1135.070861386287,443.3697077380093,1078.4663266395678,311.33851416632854,151.71744814737835,480.4697481944368,478.23953750628857,949.3413632440581,811.5557992220188,909.6655051141455,1684.1933669609573,388.27438424146976,1251.6913792798543,1177.6188804585495,319.4783023906772,166.53045043077697,1569.5508564429795,2070.1646290579174,210.276993471702,304.3165005812631,1162.2314272567498,2196.375799554151,0.0,298.1886989580753,552.7140557853588,1169.9893248508859,642.4891727230582,1408.2694667648732,1785.1904198415225,271.72788608763847,329.402933343963,2169.665169410164,617.8073519590705,249.62971617039727,1543.0424106806206
Rhode Island,1063.408208047543,1185.7035782780822,2208.379251982514,2562.0348584863737,1798.6927787854786,83.44295015221917,282.38320757431273,1114.9392956797071,905.6944512604556,1114.9702997518043,2179.684738857929,935.9814816795939,740.2780828204966,1431.846761233977,727.9849833663048,1349.069706099726,57.294725376106804,323.8944226337586,273.42584444240794,739.6853686223238,1202.0795972375838,1109.1255330496379,1174.4649345739863,1944.1212093540425,571.8492321513736,1504.3617151263304,1467.175564630455,111.49132414224981,185.9653447560552,1867.739265449698,2358.8241749975055,183.59451681892818,602.4534596756131,1457.9593157152406,2466.7825411489903,298.1886989580753,0.0,751.9758820143952,1447.5656563037965,916.9605333754099,1700.37459372141,2075.6784838578274,478.3809775246483,213.02469344244594,2422.449009037696,892.8957289090024,517.9941597881174,1823.1259589085175
South Carolina,348.92749532784745,615.5739278218774,1713.1519290719714,2156.94537567514,1417.6144719642043,694.0703823756943,470.10818791332866,425.64461675821764,153.71995147828815,854.945061592587,1925.0761459190833,651.9868440419051,523.6494909004522,1026.9955117486857,326.426825477043,664.9751138169653,794.8164134149621,438.62321275380214,1003.8353009400406,760.919772411518,1137.6113534075964,662.1001037183771,488.31078306540394,1769.4241179894389,180.12677801006484,1399.9472055350889,1151.6324040449133,827.5297499267415,568.8414971815564,1362.6742314558353,1984.2088577432708,752.7024144369965,463.9071155809043,912.4729025168913,2210.406332285555,552.7140557853588,751.9758820143952,0.0,1223.6130104005003,329.45661679120377,1095.336097992555,1698.6064922615637,285.19287161536374,870.365205265825,2255.235070285259,799.3023209088886,330.6818402424175,1545.2875579368017
South Dakota,1068.3677283553614,741.8077464521119,909.9434203147814,1139.3436388385437,430.3119083291856,1366.9359357339822,1307.608889917436,1519.196790325398,1229.4086653597894,373.9982051731392,738.4002990425062,584.8031709989164,768.9880664293671,349.9345983055524,919.1531483019508,974.2059751562006,1437.4150899991353,1248.8600025039398,1495.870569084637,710.4478838772654,317.43490593573864,590.9608417823534,982.5270227661141,546.423964673317,1241.4854457966583,253.02801891999894,170.97732101189882,1415.7687666531585,1334.1004114148998,678.2255971258102,927.4714322410508,1283.4844656783494,904.1908888751735,636.1138264342554,1028.5874830896532,1169.9893248508859,1447.5656563037965,1223.6130104005003,0.0,916.323165684729,827.7065909514675,661.4267127592251,1199.082886519421,1349.9775192044044,1035.3861185342232,554.7654765839002,1074.8857714561807,376.1211341353049
Tennessee,221.27669581034556,297.3365589101191,1394.229924659187,1829.3297118431997,1088.2438420280796,841.2948101249741,652.422703936645,617.750318885959,313.4169632545611,562.2946940085992,1600.8698442395998,384.7717440138119,351.2472904777904,698.2875647283068,205.16548629734012,435.98644918548797,944.3837931274911,598.8615593275896,1122.4163195246804,609.1621554074696,880.6331064574476,336.66443646127544,271.50110086832353,1457.7418879865143,425.76033870168743,1113.8845902353794,829.9902273944964,960.2533461039918,735.4177477461122,1042.687869490777,1654.9636467453142,850.4070128933727,392.87909754850534,595.1488598571581,1884.481688955274,642.4891727230582,916.9605333754099,329.45661679120377,916.323165684729,0.0,804.2831410698656,1369.1682398447883,460.3876596989205,967.387311422393,1938.840949318855,582.2939894989033,399.51531718966953,1222.0294589975028
Texas,761.9941843812067,515.8273713899483,665.0871311954712,1161.2090685045205,618.0314115261558,1620.041519312893,1450.7184110334722,1141.7895157684195,996.2131387288996,779.6379881137943,1159.2029438838356,835.7595957701734,991.7138263949715,492.0869248251338,973.9280627126096,459.9840514007421,1719.4205189723452,1394.2053534606773,1869.7000530215505,1150.6144225955566,1055.3074682793126,616.4046776583555,615.9467173094762,1168.6351595529818,1226.2331892615744,1076.6543262207642,656.7292699395684,1725.3471980557958,1526.515632734332,361.40703440065835,1042.5656553346919,1601.3812790957359,1111.2524486079358,264.8892919648122,1386.5879076197202,1408.2694667648732,1700.37459372141,1095.336097992555,827.7065909514675,804.2831410698656,0.0,807.3473096582906,1263.5073082535573,1708.8480537446421,1543.8606809572836,1014.4574452048316,1187.4375365949284,866.0098768824408
Utah,1436.3091128152064,1096.6778658502544,363.53324299143964,486.45414512542885,284.54823804359603,1992.9624194502237,1899.012249642943,1875.895883662497,1651.7178112557538,960.9176741000186,377.99086129039824,1152.182293611605,1351.8000601500812,676.9264817411918,1450.6017130991363,1203.7552482917047,2072.2027582306123,1838.4251082016833,2148.610891472764,1354.3464946830495,972.8387083299698,1044.2135761795876,1305.0988885200675,523.0879175558166,1769.026525310724,760.6815926520643,608.5455818668671,2056.036229606816,1942.1913805582474,449.09780582657515,288.59550959075915,1922.443321573192,1494.0223278807598,826.8559970423005,579.2412878241447,1785.1904198415225,2075.6784838578274,1698.6064922615637,661.4267127592251,1369.1682398447883,807.3473096582906,0.0,1756.5841280550092,1998.2128770033253,756.0380460685857,1192.58034873947,1642.9720080272182,326.1798548504402
Virginia,585.8164712859162,750.4059627295461,1828.9908817067897,2233.9742781566642,1472.1160203414324,413.7984796158283,198.57774558601415,693.2776243533841,436.442802681941,827.6156092619524,1931.6178714039143,618.1654447624998,431.2091194137896,1082.1726608556733,309.0894416776603,879.9691978285283,516.5360008140302,156.25431927280354,720.7588235460092,597.7987527024561,1041.1044756583904,722.3133427522034,702.66838139138,1739.1929475768338,117.03776662534796,1330.9072187510606,1166.8366747753876,545.5674352826949,292.46005270353265,1478.7627588816472,2045.161594551324,467.5921995364088,307.9356749833857,1041.7363478717557,2221.8209109063237,271.72788608763847,478.3809775246483,285.19287161536374,1199.082886519421,460.3876596989205,1263.5073082535573,1756.5841280550092,0.0,585.1804859438253,2230.0485294335963,689.0174859306615,126.85468799402356,1554.6465367364292
Vermont,1144.0495100286907,1205.3733496897428,2164.5169900387846,2483.3929929755295,1730.031279257743,205.64993421039608,418.479365321884,1265.6876112810442,1021.029986031374,1049.4813142950404,2066.938563714691,897.6810214268461,718.8753057688164,1385.2122674401724,764.4834003492044,1402.8114549090028,160.22623452024038,434.36891231922556,161.0192741066003,643.8693038404746,1077.731616439818,1097.4882408084209,1236.7010111831835,1817.1533792595412,695.7674504252535,1374.423604390136,1393.2529492861281,106.77763685803237,324.4127867202606,1835.357609190112,2274.746481296269,119.39819181228168,599.4930225082799,1453.981014197447,2349.3264418049707,329.402933343963,213.02469344244594,870.365205265825,1349.9775192044044,967.387311422393,1708.8480537446421,1998.2128770033253,585.1804859438253,0.0,2284.664710282052,805.9825125554542,579.0007669442615,1725.2066572015106
Washington,2062.484203151746,1717.5166956305834,1069.983098927902,760.3513831010081,936.8582779420902,2347.439814802776,2322.9775962934436,2517.039132972169,2247.9528989089335,1409.2802734342013,384.9180840425276,1619.8679348968199,1798.8407683877588,1266.2330935516718,1954.5383677200446,1887.674808758618,2401.15676022521,2266.439999286597,2407.46702701284,1692.0094850685377,1221.9918804002982,1603.580155804555,1951.6039649005554,490.8637648529865,2276.543519401161,919.0099369105125,1110.3517801750113,2368.9418029891426,2336.190721257792,1197.3067911718085,654.7789806710542,2244.6519996039615,1928.6610667932669,1501.3070010907015,272.73746349230106,2169.665169410164,2422.449009037696,2255.235070285259,1035.3861185342232,1938.840949318855,1543.8606809572836,756.0380460685857,2230.0485294335963,2284.664710282052,0.0,1556.9824342459538,2104.3945692576676,728.1732276301573
Wisconsin,797.4329184834094,613.9721254672978,1370.5486475392258,1678.3161990905537,924.704328812637,812.1708288625512,765.9959288016869,1182.9522093811283,863.2058735581893,255.41482019335697,1289.8631557184249,219.74815275489667,276.62866931243076,601.3239252632479,473.51692123661076,884.0259836015101,883.9757518636483,709.7240607828645,958.5779340680517,162.78663874430444,352.1451679364967,432.0226941828568,789.0235747254677,1068.7999559252457,758.514782184661,645.178005255633,587.5584998873729,864.7081591441731,783.4140590498575,1058.0034959304205,1471.2052469656148,731.5171240115791,381.1140284920086,750.2653822792819,1578.7399027180759,617.8073519590705,892.8957289090024,799.3023209088886,554.7654765839002,582.2939894989033,1014.4574452048316,1192.58034873947,689.0174859306615,805.9825125554542,1556.9824342459538,0.0,562.3445770481371,930.2425506938673
West Virginia,565.051781235039,671.6193099579391,1729.7235332758962,2123.1038060027454,1358.9597289659237,441.7797576611376,266.9764635329994,755.924847008396,465.0182295419245,704.9751758344557,1809.1894210492128,497.18173288090475,306.0178682132596,971.957964367265,214.06516488637172,833.9495262863562,544.9459480805344,208.08355462716122,728.9285233976207,476.3085549062795,914.4757722621226,619.6793474710497,662.4267234181746,1613.5888124286394,211.12859717673075,1204.0810501509432,1048.0028465491005,562.4465708662342,339.32528242160134,1381.574680128273,1931.302195216169,459.9015847877588,181.45808126891134,953.7177878848619,2099.5724380115666,249.62971617039727,517.9941597881174,330.6818402424175,1074.8857714561807,399.51531718966953,1187.4375365949284,1642.9720080272182,126.85468799402356,579.0007669442615,2104.3945692576676,562.3445770481371,0.0,1433.3668830035576
Wyoming,1335.4808795053007,989.8737345219506,655.6449131652892,775.7793562880939,255.6502455165997,1742.183681869291,1675.0314724605987,1789.5907027543253,1526.7734974154087,728.9777514661531,380.1184444768364,936.564058450331,1129.9832871411154,538.3682467513835,1261.3350152678856,1164.5330172720867,1813.4699026901255,1615.5019488627966,1869.5611106559775,1086.5689921216808,667.079513117844,885.3657398678151,1223.4362282491595,302.7023629857411,1585.8185521948703,434.9264864173252,393.97042784847685,1791.8544021656617,1705.9804763363372,571.9671015276703,560.8925455255779,1659.6055271620933,1268.9351014351346,780.3212055828573,668.4000308932875,1543.0424106806206,1823.1259589085175,1545.2875579368017,376.1211341353049,1222.0294589975028,866.0098768824408,326.1798548504402,1554.6465367364292,1725.2066572015106,728.1732276301573,930.2425506938673,1433.3668830035576,0.0
