id,name,difficulty,type,views,share_date
https://www.mountainproject.com/route/114963204/heffalump,Heffalump,V3 YDS,"Boulder, 12 ft (4 m)",310 total · 10/month,2018-08-15
https://www.mountainproject.com/route/107922059/buckeroo-banzai,Buckeroo Banzai,V5 YDS,"Boulder, 12 ft (4 m)","1,182 total · 12/month",2012-12-06
https://www.mountainproject.com/route/114591941/the-carny,The Carny,V5 YDS,Boulder,395 total · 12/month,2018-07-14
https://www.mountainproject.com/route/107922066/gastonometer,Gastonometer,V4 YDS,"Boulder, 15 ft (5 m)",534 total · 5/month,2012-12-06
https://www.mountainproject.com/route/107922088/brawndo,Brawndo,V3 YDS,Boulder,467 total · 5/month,2012-12-06
https://www.mountainproject.com/route/107922077/armstrong,Armstrong,V3 YDS,"Boulder, 15 ft (5 m)",680 total · 7/month,2012-12-06
https://www.mountainproject.com/route/107922094/warmup-traverse,Warmup Traverse,V1 YDS,"Boulder, 15 ft (5 m)",535 total · 5/month,2012-12-06
https://www.mountainproject.com/route/107922099/unnamed,Unnamed,V2 YDS,"Boulder, 15 ft (5 m)",454 total · 4/month,2012-12-06
https://www.mountainproject.com/route/108769632/lost-in-tuff,Lost in Tuff,5.11a YDS,"Sport, 80 ft (24 m)",866 total · 10/month,2014-03-22
https://www.mountainproject.com/route/111626068/unconchas,Unconchas,5.10a YDS,"Sport, 101 ft (31 m)","1,123 total · 18/month",2016-02-16
https://www.mountainproject.com/route/108740228/baptistina,Baptistina,5.8 YDS,"Sport, 97 ft (29 m)","1,486 total · 17/month",2014-03-13
https://www.mountainproject.com/route/119063731/feeling-the-love-lower-half,Feeling the Love (Lower Half),5.11b YDS,"Sport, 40 ft (12 m)",200 total · 20/month,2020-06-18
https://www.mountainproject.com/route/108740214/feeling-the-love-full-route,Feeling the Love (Full Route),5.11d YDS,"Sport, 97 ft (29 m)","1,123 total · 13/month",2014-03-13
https://www.mountainproject.com/route/111588472/eyes-of-buddha,Eyes of Buddha,5.12b YDS,"Sport, 110 ft (33 m)",799 total · 13/month,2016-01-30
https://www.mountainproject.com/route/107294533/dissimulation,Dissimulation,5.11d YDS,"Sport, 90 ft (27 m)","1,219 total · 10/month",2011-09-19
https://www.mountainproject.com/route/112386726/dirty-little-secret,Dirty Little Secret,5.11c YDS,"Sport, 52 ft (16 m)",584 total · 11/month,2016-12-12
https://www.mountainproject.com/route/107295827/gnosis,Gnosis,5.11d YDS,"Sport, 50 ft (15 m)","1,030 total · 9/month",2011-09-20
https://www.mountainproject.com/route/107299278/cryptonomicon,Cryptonomicon,5.11d YDS,"Sport, 50 ft (15 m)",958 total · 8/month,2011-09-23
https://www.mountainproject.com/route/108737071/out-of-sight,Out of Sight,5.12a YDS,"Sport, 80 ft (24 m)",860 total · 10/month,2014-03-12
https://www.mountainproject.com/route/108740115/double-blind-study,Double-Blind Study,5.10c YDS,"Sport, 97 ft (29 m)","1,193 total · 14/month",2014-03-13
https://www.mountainproject.com/route/109117456/plague-of-pestilence,Plague of Pestilence,5.13c YDS,"Sport, 45 ft (14 m)","1,567 total · 19/month",2014-06-17
https://www.mountainproject.com/route/108968866/recondite-rhyolite,Recondite Rhyolite,5.12b YDS,"Sport, 45 ft (14 m)",704 total · 8/month,2014-05-12
https://www.mountainproject.com/route/108776063/turkey-bacon,Turkey Bacon,5.11c YDS,"Sport, 90 ft (27 m)",737 total · 9/month,2014-03-24
https://www.mountainproject.com/route/108762278/concealed-crustose,Concealed Crustose,5.11b YDS,"Sport, 100 ft (30 m)",614 total · 7/month,2014-03-20
https://www.mountainproject.com/route/109148093/transmogrifier,Transmogrifier,5.10b YDS,"Sport, 90 ft (27 m)",883 total · 11/month,2014-06-25
https://www.mountainproject.com/route/108928257/rubbing-elbows-with-the-lumpenproletariat,Rubbing Elbows with the Lumpenproletariat,5.10a YDS,"Sport, 65 ft (20 m)",768 total · 9/month,2014-05-02
https://www.mountainproject.com/route/109437907/the-positive-aspect-of-negative-thinking,The Positive Aspect of Negative Thinking,5.10d YDS,"Sport, 68 ft (21 m)",562 total · 7/month,2014-09-05
https://www.mountainproject.com/route/107294499/second-thought,Second Thought,5.12b YDS,"Sport, 40 ft (12 m)","1,263 total · 11/month",2011-09-19
https://www.mountainproject.com/route/106157008/lichen-attack-crack,Lichen Attack Crack,5.10 YDS,"Trad, 80 ft (24 m)",660 total · 4/month,2008-05-06
https://www.mountainproject.com/route/108089128/craggy-crack,Craggy Crack,5.9 YDS,"Trad, TR, 40 ft (12 m)",489 total · 5/month,2013-04-13
https://www.mountainproject.com/route/106492867/unknown,Unknown,5.12c YDS,"Sport, 40 ft (12 m)","1,284 total · 9/month",2009-07-19
https://www.mountainproject.com/route/106217497/mainliner,Mainliner,5.14a YDS,"Sport, 110 ft (33 m)","5,840 total · 38/month",2008-07-30
https://www.mountainproject.com/route/106144520/original-route-aka-mean-leaner,Original Route (aka Mean Leaner),5.13a YDS,"Trad, 100 ft (30 m)","2,357 total · 15/month",2008-04-18
https://www.mountainproject.com/route/108780726/blinded-by-the-light,Blinded by the Light,5.12b YDS,"Sport, 100 ft (30 m)",749 total · 9/month,2014-03-25
https://www.mountainproject.com/route/108737062/will-of-the-wasp,Will of the Wasp,5.11c YDS,"Sport, 85 ft (26 m)",645 total · 7/month,2014-03-12
https://www.mountainproject.com/route/108780238/tiny-propeller,Tiny Propeller,5.11b YDS,"Sport, 70 ft (21 m)","1,155 total · 13/month",2014-03-25
https://www.mountainproject.com/route/113793621/sausage-candles,Sausage Candles,5.11d YDS,"Sport, 70 ft (21 m)",573 total · 14/month,2017-11-07
https://www.mountainproject.com/route/110045473/tupelo-chain-sex,Tupelo Chain Sex,5.11b/c YDS,"Sport, 75 ft (23 m)","1,255 total · 17/month",2015-02-07
https://www.mountainproject.com/route/110515876/captain-america,Captain America,5.11a YDS,"Sport, 50 ft (15 m)",506 total · 7/month,2015-05-23
https://www.mountainproject.com/route/110106279/wading-game,Wading Game,5.12a YDS,"Sport, 53 ft (16 m)","1,145 total · 15/month",2015-02-21
https://www.mountainproject.com/route/106203468/happy-entrails,Happy Entrails,5.12c YDS,"Sport, 35 ft (11 m)","2,388 total · 15/month",2008-07-13
https://www.mountainproject.com/route/106258837/death-grip,Death Grip,5.12d YDS,"Sport, 40 ft (12 m)","4,913 total · 32/month",2008-09-20
https://www.mountainproject.com/route/109434222/in-your-face-space-coyote,In Your Face Space Coyote,5.12b YDS,"Sport, 75 ft (23 m)","1,728 total · 21/month",2014-09-04
https://www.mountainproject.com/route/109498531/the-other-woman,The Other Woman,5.10b YDS,"Sport, 60 ft (18 m)","1,660 total · 21/month",2014-09-22
https://www.mountainproject.com/route/107678991/love-handles,Love Handles,5.9 YDS,"Sport, 45 ft (14 m)","2,048 total · 19/month",2012-06-28
https://www.mountainproject.com/route/108964466/second-hand-emotion,Second Hand Emotion,5.9+ YDS,"Sport, 45 ft (14 m)","1,140 total · 14/month",2014-05-11
https://www.mountainproject.com/route/118595805/cosmic-thing,Cosmic Thing,5.10c YDS,"Sport, 35 ft (11 m)",440 total · 32/month,2020-02-29
https://www.mountainproject.com/route/109168154/agent-orange,Agent Orange,5.9 YDS,"Sport, 65 ft (20 m)",997 total · 12/month,2014-06-30
https://www.mountainproject.com/route/109168179/duck-and-cover,Duck and Cover,5.10a/b YDS,"Sport, 65 ft (20 m)","1,318 total · 16/month",2014-06-30
https://www.mountainproject.com/route/109492412/happy-death-coyote,Happy Death Coyote,5.12+ YDS,Sport,623 total · 8/month,2014-09-20
https://www.mountainproject.com/route/111716543/pension-plan,Pension Plan,5.11b/c YDS,"Sport, 62 ft (19 m)",423 total · 7/month,2016-03-22
https://www.mountainproject.com/route/108735290/metamuscle,Metamuscle,5.11d YDS,"Sport, 65 ft (20 m)","2,159 total · 25/month",2014-03-12
https://www.mountainproject.com/route/108735213/extra-fiber,Extra Fiber,5.10 YDS,"Sport, 65 ft (20 m)",745 total · 9/month,2014-03-12
https://www.mountainproject.com/route/108736976/free-bus-pass,Free Bus Pass,5.11c YDS,"Sport, 50 ft (15 m)",602 total · 7/month,2014-03-12
https://www.mountainproject.com/route/108737051/depends,Depends,5.10 YDS,"Sport, 50 ft (15 m)",760 total · 9/month,2014-03-12
https://www.mountainproject.com/route/108735196/dementia,Dementia,5.10d YDS,"Sport, 75 ft (23 m)","1,100 total · 13/month",2014-03-12
https://www.mountainproject.com/route/108735159/the-stroke,The Stroke,5.11b YDS,"Sport, 75 ft (23 m)",790 total · 9/month,2014-03-12
https://www.mountainproject.com/route/108735147/golden-years,Golden Years,5.13a YDS,"Sport, 75 ft (23 m)","1,805 total · 21/month",2014-03-12
https://www.mountainproject.com/route/108735130/silverback,Silverback,5.12b YDS,"Sport, 75 ft (23 m)","2,216 total · 26/month",2014-03-12
https://www.mountainproject.com/route/108735119/senility,Senility,5.12a YDS,"Sport, 70 ft (21 m)",956 total · 11/month,2014-03-12
https://www.mountainproject.com/route/108735103/toothless-bastard,Toothless Bastard,5.11b YDS,"Sport, 50 ft (15 m)",976 total · 11/month,2014-03-12
https://www.mountainproject.com/route/108733910/social-security,Social Security,5.10d YDS,"Sport, 80 ft (24 m)",922 total · 11/month,2014-03-11
https://www.mountainproject.com/route/108735106/wheel-chair-access,Wheel Chair Access,5.10b/c YDS,"Sport, 80 ft (24 m)","1,240 total · 14/month",2014-03-12
https://www.mountainproject.com/route/113468881/fully-vested,Fully Vested,5.10c YDS,"Sport, 76 ft (23 m)",357 total · 8/month,2017-08-14
https://www.mountainproject.com/route/108738745/out-to-pasture,Out to Pasture,5.10- YDS,"Sport, 65 ft (20 m)","1,105 total · 13/month",2014-03-13
https://www.mountainproject.com/route/112329643/life-alert,Life Alert,5.10c YDS,"Sport, 65 ft (20 m)",446 total · 8/month,2016-11-18
https://www.mountainproject.com/route/105865293/sals-neurosis,Sal's Neurosis,5.11a YDS,"Sport, 45 ft (14 m)",521 total · 3/month,2006-09-26
https://www.mountainproject.com/route/106156976/napoleons-angst,Napoleon's Angst,5.10c YDS,"Sport, 45 ft (14 m)","1,474 total · 9/month",2008-05-06
https://www.mountainproject.com/route/107161132/the-sponge-problem,The Sponge Problem,V8 YDS,"Boulder, 10 ft (3 m)",587 total · 5/month,2011-06-04
https://www.mountainproject.com/route/112560283/freeloader-friday,Freeloader Friday,5.12a YDS,"Sport, 50 ft (15 m)","1,116 total · 23/month",2017-03-18
https://www.mountainproject.com/route/105865288/pumping-huecos,Pumping Huecos,5.10d YDS,"Sport, 50 ft (15 m) Fixed Hardware (1)","6,372 total · 36/month",2006-09-26
https://www.mountainproject.com/route/112262728/hueco-pareidolia,Hueco Pareidolia,5.10a YDS,"Sport, 45 ft (14 m)","1,162 total · 21/month",2016-10-25
https://www.mountainproject.com/route/106026708/pumping-harry,Pumping Harry,5.10c YDS,"Sport, 65 ft (20 m)","1,539 total · 9/month",2007-09-16
https://www.mountainproject.com/route/106026810/mad-dogs-and-englishmen,Mad Dogs and Englishmen,5.10b YDS,"Sport, 50 ft (15 m)",618 total · 4/month,2007-09-16
https://www.mountainproject.com/route/105888593/hollywood-tim,Hollywood Tim,5.9+ YDS,"Sport, 45 ft (14 m)","3,296 total · 19/month",2006-11-19
https://www.mountainproject.com/route/108927931/close-of-day,Close of Day,5.10c YDS,"Sport, 50 ft (15 m)",521 total · 6/month,2014-05-02
https://www.mountainproject.com/route/108928052/angle-of-repose,Angle of Repose,5.12c YDS,"Sport, 55 ft (17 m)",673 total · 8/month,2014-05-02
https://www.mountainproject.com/route/108735360/huaca-huaca,Huaca Huaca,5.10+ YDS,"Sport, 90 ft (27 m)",566 total · 7/month,2014-03-12
https://www.mountainproject.com/route/108735347/huaca-del-sol,Huaca del Sol,5.10b YDS,"Sport, 90 ft (27 m)","1,415 total · 16/month",2014-03-12
https://www.mountainproject.com/route/108735339/profunda-sombra-de-sol,Profunda Sombra de Sol,5.10b/c YDS,"Sport, 90 ft (27 m)",617 total · 7/month,2014-03-12
https://www.mountainproject.com/route/108735326/huaca-de-la-luna,Huaca de la Luna,5.10 YDS,"Sport, 95 ft (29 m)",693 total · 8/month,2014-03-12
https://www.mountainproject.com/route/108926774/todos-revueltos,Todos Revueltos,5.11c YDS,"Sport, 75 ft (23 m)",468 total · 6/month,2014-05-02
https://www.mountainproject.com/route/108926907/la-parkita,La Parkita,5.12d YDS,"Sport, 40 ft (12 m)",916 total · 11/month,2014-05-02
https://www.mountainproject.com/route/108926892/humping-huevos,Humping Huevos,5.10b YDS,"Sport, 55 ft (17 m)",873 total · 10/month,2014-05-02
https://www.mountainproject.com/route/108927738/pumping-huevos,Pumping Huevos,5.11b YDS,"Sport, 40 ft (12 m)",770 total · 9/month,2014-05-02
https://www.mountainproject.com/route/108927891/puerto-de-luna,Puerto de Luna,5.11a YDS,"Sport, 40 ft (12 m)",381 total · 5/month,2014-05-02
https://www.mountainproject.com/route/108916600/superb-owl,Superb Owl,5.10c YDS,"Sport, 80 ft (24 m)",606 total · 7/month,2014-04-29
https://www.mountainproject.com/route/108916736/cockatoo-corner,Cockatoo Corner,5.9 YDS,"Sport, 80 ft (24 m)",603 total · 7/month,2014-04-29
https://www.mountainproject.com/route/108916611/octogenarian-love-nest,Octogenarian Love Nest,5.11c YDS,"Sport, 80 ft (24 m)",353 total · 4/month,2014-04-29
https://www.mountainproject.com/route/109031821/exploding-head-syndrome,Exploding Head Syndrome,5.9 YDS,"Sport, 37 ft (11 m)",634 total · 8/month,2014-05-28
https://www.mountainproject.com/route/109031836/hypnagogic-jerk,Hypnagogic Jerk,5.11d YDS,"Sport, 50 ft (15 m)","1,043 total · 12/month",2014-05-28
https://www.mountainproject.com/route/109146551/nocturnal-urinator,Nocturnal Urinator,5.12a YDS,"Sport, 50 ft (15 m)",618 total · 7/month,2014-06-24
https://www.mountainproject.com/route/105850501/something-big-lovely,Something Big & Lovely,5.12a YDS,"Sport, 35 ft (11 m)",443 total · 2/month,2006-08-16
https://www.mountainproject.com/route/108338701/2-scoop-shuffle,2 Scoop Shuffle,V2 YDS,"Boulder, 20 ft (6 m)",353 total · 4/month,2013-09-15
https://www.mountainproject.com/route/108338788/angle,Angle,V3 YDS,"Boulder, 14 ft (4 m)",345 total · 4/month,2013-09-15
https://www.mountainproject.com/route/108374311/back-scratcher,Back Scratcher,V6 YDS,"Boulder, 20 ft (6 m)",878 total · 10/month,2013-10-07
https://www.mountainproject.com/route/108338742/buckle-up-buttercup,Buckle Up Buttercup,V2+ YDS,"Boulder, 6 ft (2 m)",942 total · 10/month,2013-09-15
https://www.mountainproject.com/route/108349431/crumb,Crumb,V2+ YDS,"Boulder, 9 ft (3 m)",322 total · 3/month,2013-09-22
https://www.mountainproject.com/route/108338795/differences,Differences,V6 YDS,"Boulder, 25 ft (8 m)",364 total · 4/month,2013-09-15
https://www.mountainproject.com/route/108374235/dont-do-it,Don't Do It,V4 YDS,Boulder,314 total · 3/month,2013-10-07
https://www.mountainproject.com/route/108372708/drain-o,Drain-O,V4- YDS,"Boulder, 10 ft (3 m)",345 total · 4/month,2013-10-06
https://www.mountainproject.com/route/108377514/easy-way-out,Easy Way Out,V3 YDS,Boulder,314 total · 3/month,2013-10-09
https://www.mountainproject.com/route/108338556/first-thing,First Thing,V1- YDS,"Boulder, 7 ft (2 m)",320 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108371255/friday-night-soaking,Friday Night Soaking,V6 YDS,"Boulder, 10 ft (3 m)",410 total · 4/month,2013-10-06
https://www.mountainproject.com/route/108407674/halloween-whore-show,Halloween Whore Show,V4 YDS,Boulder,341 total · 4/month,2013-10-27
https://www.mountainproject.com/route/108338755/hook,Hook,V2+ YDS,"Boulder, 6 ft (2 m)",323 total · 4/month,2013-09-15
https://www.mountainproject.com/route/108338802/hook-left,Hook Left,V2-3 YDS,"Boulder, 8 ft (2 m)",320 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108338818/k-one,K One,V1-2 YDS,"Boulder, 7 ft (2 m)",311 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108338601/little-rascal-direct,Little Rascal Direct,V6 YDS,"Boulder, 8 ft (2 m)",577 total · 6/month,2013-09-15
https://www.mountainproject.com/route/108338630/little-rascal-left,Little Rascal Left,V6 YDS,"Boulder, 8 ft (2 m)",317 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108374286/mini,Mini,V2 YDS,"Boulder, 6 ft (2 m)",296 total · 3/month,2013-10-07
https://www.mountainproject.com/route/108935563/movements,Movements,V5-6 YDS,"Boulder, 16 ft (5 m)",371 total · 4/month,2014-05-04
https://www.mountainproject.com/route/108338650/no-name-traverse,No Name Traverse,V-easy YDS,"Boulder, 16 ft (5 m)",307 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108371246/nothing-but-sunshine,Nothing But Sunshine,V2 YDS,"Boulder, 15 ft (5 m)",372 total · 4/month,2013-10-06
https://www.mountainproject.com/route/108374230/off-kilter,Off-kilter,V6- YDS,"Boulder, 10 ft (3 m)",433 total · 5/month,2013-10-07
https://www.mountainproject.com/route/108374365/out-of-this-womb,Out of This Womb,V7 YDS,"Boulder, 8 ft (2 m)",375 total · 4/month,2013-10-07
https://www.mountainproject.com/route/108374386/pondering,Pondering,V3+ YDS,"Boulder, 7 ft (2 m)",322 total · 4/month,2013-10-07
https://www.mountainproject.com/route/108374343/rainbow-forest,Rainbow Forest,V5 YDS,"Boulder, 8 ft (2 m)",373 total · 4/month,2013-10-07
https://www.mountainproject.com/route/108338774/reach,Reach,V3+ YDS,"Boulder, 10 ft (3 m)",316 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108374327/scary-holds,Scary Holds,V3 YDS,"Boulder, 15 ft (5 m)",316 total · 3/month,2013-10-07
https://www.mountainproject.com/route/108348956/scuttlebutt,Scuttlebutt,V5 YDS,Boulder,623 total · 7/month,2013-09-22
https://www.mountainproject.com/route/108358890/scuttlefuck,ScuttleFuck,V7 YDS,Boulder,347 total · 4/month,2013-09-28
https://www.mountainproject.com/route/108338733/sharp-edge-arete,Sharp Edge Arete,V2- YDS,"Boulder, 20 ft (6 m)",306 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108374277/spiney,Spiney,V0-1 YDS,"Boulder, 10 ft (3 m)",322 total · 4/month,2013-10-07
https://www.mountainproject.com/route/108358902/ttt-aka-tough-titties-turkleton,T.T.T. AKA (Tough Titties Turkleton),V5-6 YDS,Boulder,557 total · 6/month,2013-09-28
https://www.mountainproject.com/route/108338668/tipple-top,Tipple Top,V2+ YDS,"Boulder, 12 ft (4 m)",321 total · 3/month,2013-09-15
https://www.mountainproject.com/route/108374214/tri,Tri,V1 YDS,"Boulder, 7 ft (2 m)",296 total · 3/month,2013-10-07
https://www.mountainproject.com/route/108338827/warmup-slab,Warmup Slab,V-easy YDS,"Boulder, 15 ft (5 m)",342 total · 4/month,2013-09-15
https://www.mountainproject.com/route/108374380/who-gives-a-huck,Who Gives a Huck?,V3 YDS,"Boulder, 25 ft (8 m)",304 total · 3/month,2013-10-07
https://www.mountainproject.com/route/107994880/anasazi-access,Anasazi Access,V6 YDS,Boulder,345 total · 3/month,2013-02-09
https://www.mountainproject.com/route/106278979/flaunt-it,Flaunt It,V7-8 YDS,"Boulder, 18 ft (5 m)",402 total · 3/month,2008-10-15
https://www.mountainproject.com/route/107994877/full-rail-job,Full Rail Job,V8 YDS,Boulder,331 total · 3/month,2013-02-09
https://www.mountainproject.com/route/106278970/plumage,Plumage,V6-7 YDS,"Boulder, 18 ft (5 m)",323 total · 2/month,2008-10-15
https://www.mountainproject.com/route/106278999/rail-roaded,Rail Roaded,V6 YDS,"Boulder, 12 ft (4 m)",330 total · 2/month,2008-10-15
https://www.mountainproject.com/route/106279055/that-slabby-thing,That Slabby Thing,V5+ YDS,"Boulder, 16 ft (5 m)",314 total · 2/month,2008-10-15
https://www.mountainproject.com/route/106278988/warm-up-arete,Warm-up Arete,V2 YDS,"Boulder, 12 ft (4 m)",296 total · 2/month,2008-10-15
https://www.mountainproject.com/route/106279043/tsunami,Tsunami,V6 YDS,"Boulder, 12 ft (4 m)",328 total · 2/month,2008-10-15
https://www.mountainproject.com/route/106279049/tsunami-sds-aka-the-butterfly-effect,Tsunami SDS AKA: The Butterfly Effect,V10 YDS,"Boulder, 20 ft (6 m)",634 total · 4/month,2008-10-15
https://www.mountainproject.com/route/106224071/doo-doo-wrecka,Doo Doo Wrecka,V5 YDS,"Boulder, 25 ft (8 m)",959 total · 6/month,2008-08-07
https://www.mountainproject.com/route/106224080/tr-project,TR Project,5.14- YDS,"TR, 30 ft (9 m)",825 total · 5/month,2008-08-07
https://www.mountainproject.com/route/108092605/the-deadly-nut,The Deadly Nut,V4 YDS,Boulder,540 total · 6/month,2013-04-15
https://www.mountainproject.com/route/115390169/status-quo,Status Quo,V7+ YDS,"Boulder, 15 ft (5 m)",460 total · 15/month,2018-10-05
https://www.mountainproject.com/route/106646974/fannie-mae,Fannie Mae,V4- YDS,"Boulder, 15 ft (5 m)","1,657 total · 12/month",2010-01-09
https://www.mountainproject.com/route/106221527/dot-dot-space-aka-v5-arete,"Dot Dot Space, AKA: V5 Arête",V5- YDS,"Boulder, 25 ft (8 m)","1,726 total · 11/month",2008-08-04
https://www.mountainproject.com/route/106224043/drama-queen,Drama Queen,V8 YDS,Boulder,"1,227 total · 8/month",2008-08-07
https://www.mountainproject.com/route/106224062/drag-queen,Drag Queen,V10 YDS,Boulder,"1,424 total · 9/month",2008-08-07
https://www.mountainproject.com/route/106221514/king-for-a-day,King for a Day,V7 YDS,Boulder,"4,190 total · 27/month",2008-08-04
https://www.mountainproject.com/route/108025706/the-joker,The Joker,V6 YDS,Boulder,"1,188 total · 12/month",2013-03-04
https://www.mountainproject.com/route/106221521/kfad-arete,KFAD arete,V2 YDS,"Boulder, 14 ft (4 m)","1,530 total · 10/month",2008-08-04
https://www.mountainproject.com/route/109908784/sick-on-hydrox,Sick On Hydrox,V3 YDS,Boulder,600 total · 8/month,2015-01-05
https://www.mountainproject.com/route/106353584/human-stain,Human Stain,V5 YDS,"Boulder, 15 ft (5 m)",534 total · 4/month,2009-02-07
https://www.mountainproject.com/route/106279218/liar-liar,"Liar, Liar",V4+ YDS,"Boulder, 15 ft (5 m)",654 total · 4/month,2008-10-15
https://www.mountainproject.com/route/106279226/one-arm-apprehension,One Arm Apprehension,V6 YDS,"Boulder, 15 ft (5 m)",611 total · 4/month,2008-10-15
https://www.mountainproject.com/route/106353575/intolerable-cruelty,Intolerable Cruelty,V9+ YDS,"Boulder, 15 ft (5 m)",756 total · 5/month,2009-02-07
https://www.mountainproject.com/route/106357631/pocket-problem,Pocket Problem,V3+ YDS,"Boulder, 15 ft (5 m)",365 total · 2/month,2009-02-13
https://www.mountainproject.com/route/106361945/the-argument,The Argument,V11 YDS,"Boulder, 12 ft (4 m)","1,261 total · 9/month",2009-02-21
https://www.mountainproject.com/route/106361935/the-nibbler,The Nibbler,V4 YDS,"Boulder, 15 ft (5 m)",783 total · 5/month,2009-02-21
https://www.mountainproject.com/route/107969901/bonsai-slab,Bonsai Slab,V0+ YDS,"Boulder, 15 ft (5 m)",820 total · 8/month,2013-01-20
https://www.mountainproject.com/route/107969956/dale-sr,Dale Sr,V4 YDS,"Boulder, 25 ft (8 m)",580 total · 6/month,2013-01-20
https://www.mountainproject.com/route/107969923/dale-jr,Dale Jr,V1 YDS,"Boulder, 10 ft (3 m)",364 total · 4/month,2013-01-20
https://www.mountainproject.com/route/107972878/wacky-races,Wacky Races,V0 YDS,"Boulder, 15 ft (5 m)",377 total · 4/month,2013-01-22
https://www.mountainproject.com/route/114591874/jesus-built-my-stockcar,Jesus Built My Stockcar,V6 YDS,"Boulder, 15 ft (5 m)",619 total · 18/month,2018-07-14
https://www.mountainproject.com/route/115393108/v2-variation,V2 Variation,V2 YDS,"Boulder, 10 ft (3 m)",330 total · 11/month,2018-10-06
https://www.mountainproject.com/route/106224094/powerstroke,Powerstroke,V7 YDS,"Boulder, 20 ft (6 m)","2,862 total · 19/month",2008-08-07
https://www.mountainproject.com/route/116704625/powerstroke-stand,Powerstroke Stand,V5 YDS,"Boulder, 10 ft (3 m)",348 total · 14/month,2019-04-07
https://www.mountainproject.com/route/107969894/racsan-reverse,RACSAN Reverse,V6 YDS,"Boulder, 20 ft (6 m)",518 total · 5/month,2013-01-20
https://www.mountainproject.com/route/106224106/mario-andretti,Mario Andretti,V10+ YDS,"Boulder, 35 ft (11 m)","2,634 total · 17/month",2008-08-07
https://www.mountainproject.com/route/106230552/mario-andretti-finish,Mario Andretti finish,V7 YDS,"Boulder, 10 ft (3 m)","1,109 total · 7/month",2008-08-14
https://www.mountainproject.com/route/106230556/brickyard-aka-black-streak,"Brickyard, AKA: Black Streak",V9 YDS,"Boulder, 12 ft (4 m)","1,004 total · 7/month",2008-08-14
https://www.mountainproject.com/route/107969967/daytona,Daytona,V2-3 YDS,"Boulder, 12 ft (4 m)",899 total · 9/month,2013-01-20
https://www.mountainproject.com/route/106646903/talladega,Talladega,V7 YDS,"Boulder, 12 ft (4 m)",664 total · 5/month,2010-01-09
https://www.mountainproject.com/route/117132199/unknown,Unknown,V2 YDS,"Boulder, 10 ft (3 m)",232 total · 10/month,2019-06-17
https://www.mountainproject.com/route/106646932/shinjo,Shinjo,V3 YDS,"Boulder, 10 ft (3 m)",380 total · 3/month,2010-01-09
https://www.mountainproject.com/route/106361898/ichiro,Ichiro,V10 YDS,"Boulder, 10 ft (3 m)",674 total · 5/month,2009-02-21
https://www.mountainproject.com/route/106646935/mongo,Mongo,V5 YDS,"Boulder, 15 ft (5 m)",740 total · 5/month,2010-01-09
https://www.mountainproject.com/route/106361911/picture-perfect,Picture Perfect,V3 YDS,"Boulder, 15 ft (5 m)","1,379 total · 9/month",2009-02-21
https://www.mountainproject.com/route/106646982/pimp-game,Pimp Game,V8 YDS,"Boulder, 18 ft (5 m)",749 total · 5/month,2010-01-09
https://www.mountainproject.com/route/107981973/unnamed,Unnamed,V0- YDS,Boulder,312 total · 3/month,2013-01-29
https://www.mountainproject.com/route/107981964/meet-the-whippet,Meet The Whippet,V5 YDS,Boulder,521 total · 5/month,2013-01-29
https://www.mountainproject.com/route/106690109/mr-d,Mr. D,V1+ YDS,"Boulder, 15 ft (5 m)",312 total · 2/month,2010-03-05
https://www.mountainproject.com/route/106690096/red-dog,Red Dog,V4 YDS,"Boulder, 15 ft (5 m)",463 total · 3/month,2010-03-05
https://www.mountainproject.com/route/108040508/pulp-fiction,Pulp Fiction,V10 YDS,"Boulder, 10 ft (3 m)",603 total · 6/month,2013-03-14
https://www.mountainproject.com/route/106220597/reservoir-dogs,Reservoir Dogs,V3-4 YDS,"Boulder, 15 ft (5 m)",817 total · 5/month,2008-08-03
https://www.mountainproject.com/route/106340598/smiley-face-problem,Smiley Face Problem,V2-3 YDS,"Boulder, 12 ft (4 m)",324 total · 2/month,2009-01-18
https://www.mountainproject.com/route/106646949/nameless-warm-ups,Nameless warm ups,V0-1 YDS,"Boulder, 12 ft (4 m)",729 total · 5/month,2010-01-09
https://www.mountainproject.com/route/106221478/face-left-of-scoop,Face Left of Scoop,V1 YDS,"Boulder, 12 ft (4 m)",728 total · 5/month,2008-08-04
https://www.mountainproject.com/route/106646952/spitoon-traverse,Spitoon traverse,V4 YDS,"Boulder, 25 ft (8 m)",644 total · 5/month,2010-01-09
https://www.mountainproject.com/route/106221455/spitoon-aka-the-scoop,Spitoon AKA: The Scoop,V3 YDS,"Boulder, 15 ft (5 m)","2,106 total · 14/month",2008-08-04
https://www.mountainproject.com/route/116704675/spat-on,Spat On,V1-2 YDS,"Boulder, 15 ft (5 m)",316 total · 13/month,2019-04-07
