id,name,difficulty,type,views,share_date
https://www.mountainproject.com/route/105940726/pollys-crack,Polly's Crack,5.8+ YDS,"Trad, TR, 60 ft (18 m)","3,039 total · 18/month",2007-04-03
https://www.mountainproject.com/route/105940730/thief-in-time,Thief in Time,5.12d YDS,"Sport, TR, 60 ft (18 m)","1,345 total · 8/month",2007-04-03
https://www.mountainproject.com/route/105940738/rdd-crack,RDD Crack,5.8 YDS,"Trad, TR, 60 ft (18 m)","1,276 total · 7/month",2007-04-03
https://www.mountainproject.com/route/105940742/narcissistic-dream,Narcissistic Dream,5.11b YDS,"Trad, TR, 60 ft (18 m)",939 total · 5/month,2007-04-03
https://www.mountainproject.com/route/105940747/face-off,Face Off,5.12a YDS,"Sport, TR, 60 ft (18 m)","4,476 total · 26/month",2007-04-03
https://www.mountainproject.com/route/105940752/route-21,Route 21,5.10a YDS,"Trad, TR, 60 ft (18 m)",936 total · 5/month,2007-04-03
https://www.mountainproject.com/route/105940757/mc-epic,M.C. Epic,5.9 YDS,"Trad, TR, 60 ft (18 m)","1,343 total · 8/month",2007-04-03
https://www.mountainproject.com/route/105940766/jewish-space-laser,Jewish Space Laser,5.10d YDS,"Sport, 60 ft (18 m)",498 total · 3/month,2007-04-03
https://www.mountainproject.com/route/105940771/captain-smarmbag,Captain Smarmbag,5.9- YDS,"Trad, TR, 60 ft (18 m)","1,087 total · 6/month",2007-04-03
https://www.mountainproject.com/route/105940776/donde-estan-mis-pantalones,Donde Estan Mis Pantalones,5.11c YDS,"Sport, TR, 60 ft (18 m)","1,040 total · 6/month",2007-04-03
https://www.mountainproject.com/route/105940780/box-overhang-left,Box Overhang Left,5.9- YDS,"Trad, TR, 55 ft (17 m)","1,378 total · 8/month",2007-04-03
https://www.mountainproject.com/route/105940785/lens-roof,Len's Roof,5.11 YDS,"Trad, TR, 55 ft (17 m)","2,008 total · 12/month",2007-04-03
https://www.mountainproject.com/route/105940789/overture,Overture,5.12b/c YDS,"TR, 55 ft (17 m)",628 total · 4/month,2007-04-03
https://www.mountainproject.com/route/105940795/box-overhang-right,Box Overhang Right,5.8 YDS,"Trad, TR, 55 ft (17 m)","1,495 total · 9/month",2007-04-03
https://www.mountainproject.com/route/105940799/on-beyond-zebra,On Beyond Zebra,5.12b YDS,"Sport, TR, 55 ft (17 m)","1,529 total · 9/month",2007-04-03
https://www.mountainproject.com/route/105940807/sensuous-s,Sensuous S,5.9 YDS,"Trad, TR, 50 ft (15 m)","1,045 total · 6/month",2007-04-03
https://www.mountainproject.com/route/105940813/thorazine-dream,Thorazine Dream,5.11d YDS,"Sport, TR, 55 ft (17 m)","4,025 total · 24/month",2007-04-03
https://www.mountainproject.com/route/118588466/lands-end,Land's End,5.10 YDS,"TR, 50 ft (15 m)",243 total · 18/month,2020-02-27
https://www.mountainproject.com/route/106099343/thunder-and-lichen,Thunder and Lichen,5.9- YDS,"Sport, 40 ft (12 m)",426 total · 3/month,2008-01-31
https://www.mountainproject.com/route/106099361/simon-bar-sinister,Simon Bar Sinister,5.11b YDS,"Sport, 40 ft (12 m)",632 total · 4/month,2008-01-31
https://www.mountainproject.com/route/106099410/under-the-weather,Under the Weather,5.10d YDS,"Sport, 40 ft (12 m)",339 total · 2/month,2008-01-31
https://www.mountainproject.com/route/106099387/little-miss-polly,Little Miss Polly,5.10a YDS PG13,"Sport, 40 ft (12 m)",363 total · 2/month,2008-01-31
https://www.mountainproject.com/route/106382406/terraflop,Terraflop,5.11 YDS,"Trad, Sport, 120 ft (36 m)",364 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382413/fatal-attraction,Fatal Attraction,5.11+ YDS,"Trad, Sport, 120 ft (36 m)",387 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106382251/air-voyager,Air Voyager,5.10 YDS,"TR, 60 ft (18 m)",525 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382256/spill-the-wine,Spill the Wine,5.12 YDS,"TR, 60 ft (18 m)",305 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382260/route-3,Route 3,5.11+ YDS,"TR, 65 ft (20 m)",287 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382264/route-4,Route 4,5.10c YDS,"TR, 65 ft (20 m)",300 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382268/shake-it-up,Shake It Up,5.12+ YDS,"Sport, TR, 65 ft (20 m)",302 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382274/route-6,Route 6,5.11a YDS,"Trad, TR, 70 ft (21 m)",348 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382281/redacted,[Redacted],5.12- YDS,"Trad, TR, 65 ft (20 m)",596 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382285/route-8,Route 8,5.11+ YDS,"Trad, TR, 65 ft (20 m)",303 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382289/route-9,Route 9,5.10 YDS,"Trad, TR, 65 ft (20 m)",276 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382293/route-10,Route 10,5.10a YDS,"Trad, TR, 65 ft (20 m)",289 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382298/route-11,Route 11,5.11 YDS,"Trad, TR, 65 ft (20 m)",275 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382304/route-12,Route 12,5.10 YDS,"Trad, TR, 65 ft (20 m)",304 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382308/route-13,Route 13,5.10 YDS,"Trad, TR, 65 ft (20 m)",290 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382312/route-14,Route 14,5.9 YDS,"Trad, TR, 65 ft (20 m)",691 total · 5/month,2009-03-21
https://www.mountainproject.com/route/106382321/route-15,Route 15,5.11+ YDS,"Trad, TR, 60 ft (18 m)",400 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106382326/gorgonzola,Gorgonzola,5.12a YDS,"TR, 50 ft (15 m)",316 total · 2/month,2009-03-21
https://www.mountainproject.com/route/109241752/route-17,Route 17,5.9- YDS,"Trad, 65 ft (20 m)",379 total · 5/month,2014-07-18
https://www.mountainproject.com/route/106099338/the-poseidon-adventure,The Poseidon Adventure,5.10c YDS,"Trad, TR, 60 ft (18 m)",547 total · 3/month,2008-01-31
https://www.mountainproject.com/route/106382332/route-19,Route 19,5.11 YDS,"Trad, TR, 50 ft (15 m)",387 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106382336/route-20,Route 20,5.9 YDS,"Trad, TR, 55 ft (17 m)",523 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382340/route-21,Route 21,5.8- YDS,"Trad, TR, 50 ft (15 m)",595 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382355/disco-inferno,Disco Inferno,5.11c YDS,"Trad, 90 ft (27 m)",275 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106087998/pajarito-gorge-gully,Pajarito Gorge Gully,WI3 M3,"Trad, Mixed, Ice, 60 ft (18 m)","1,287 total · 8/month",2008-01-07
https://www.mountainproject.com/route/106382367/yellow-belly,Yellow Belly,5.11+ YDS,"Trad, TR, 90 ft (27 m)",298 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382379/lucky-luke,Lucky Luke,5.11+ YDS,"Trad, TR, 90 ft (27 m)",314 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382384/gunsmoke,Gunsmoke,5.11 YDS,"Trad, TR, 90 ft (27 m)",299 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382392/its-just-texas-wine-aka-texas-wine,It's Just Texas Wine (aka Texas Wine),5.11- YDS,"Trad, TR, 90 ft (27 m)",316 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382400/lunchables-taco-bell-tacos,Lunchables Taco Bell Tacos,5.9+ YDS,"Trad, TR, 90 ft (27 m)",293 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382916/route-1,Route 1,5.10- YDS,"Trad, TR, 35 ft (11 m)",597 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382026/open-project,Open Project,5.14 YDS,"TR, 35 ft (11 m)",954 total · 6/month,2009-03-21
https://www.mountainproject.com/route/106382840/mononucleosis,Mononucleosis,5.11+ YDS,"Trad, TR, 55 ft (17 m)",872 total · 6/month,2009-03-21
https://www.mountainproject.com/route/106316914/burnt-crack,Burnt Crack,5.10+ YDS,"Trad, TR, 50 ft (15 m)",457 total · 3/month,2008-12-06
https://www.mountainproject.com/route/106058819/unrelenting-nines,Unrelenting Nines,5.11c YDS,"Trad, TR, 50 ft (15 m)","4,205 total · 26/month",2007-11-09
https://www.mountainproject.com/route/111404209/route-6,Route 6,5.12a YDS,"Trad, TR, 50 ft (15 m)",317 total · 5/month,2015-12-10
https://www.mountainproject.com/route/106352762/route-6-var,Route 6 (var.),5.10b YDS PG13,"Trad, TR, 50 ft (15 m)",317 total · 2/month,2009-02-06
https://www.mountainproject.com/route/106058839/t2-flake,T2 Flake,5.10c YDS R,"Trad, TR, 50 ft (15 m)",394 total · 2/month,2007-11-09
https://www.mountainproject.com/route/106382844/first-strike,First Strike,5.12 YDS,"Trad, Sport, TR, 55 ft (17 m)",416 total · 3/month,2009-03-21
https://www.mountainproject.com/route/105995986/original-horak-route,Original Horak Route,5.10a YDS,"Trad, TR, 60 ft (18 m)",839 total · 5/month,2007-07-18
https://www.mountainproject.com/route/106382848/luke-and-carlos-route,Luke and Carlo's Route,5.12d YDS,"TR, 55 ft (17 m)",339 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106256042/zander-zigzag,Zander Zigzag,5.10d YDS,"Trad, TR, 40 ft (12 m)",645 total · 4/month,2008-09-17
https://www.mountainproject.com/route/105995992/texas,Texas,5.8 YDS,"Trad, TR, 60 ft (18 m)","2,234 total · 13/month",2007-07-18
https://www.mountainproject.com/route/106335632/flying-a-buttress,Flying A Buttress,5.11d YDS R,"Trad, TR, 60 ft (18 m)",989 total · 7/month,2009-01-09
https://www.mountainproject.com/route/106024768/flying-a,Flying A,5.11a YDS,"Trad, TR, 60 ft (18 m)","2,890 total · 17/month",2007-09-12
https://www.mountainproject.com/route/106382852/the-playgrounder,The Playgrounder,5.12 YDS PG13,"Trad, TR, 50 ft (15 m)",455 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106107289/route-16,Route 16,5.9 YDS,"Trad, TR, 60 ft (18 m)",851 total · 5/month,2008-02-16
https://www.mountainproject.com/route/106382857/route-17,Route 17,5.11 YDS,"Trad, TR, 55 ft (17 m)",307 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106228614/route-18,Route 18,5.10a YDS,"Trad, TR, 60 ft (18 m)",697 total · 5/month,2008-08-12
https://www.mountainproject.com/route/106382867/the-cheeks,The Cheeks,5.11 YDS,"Trad, TR, 55 ft (17 m)",382 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106382873/route-20,Route 20,5.11 YDS R,"Trad, TR, 55 ft (17 m)",554 total · 4/month,2009-03-21
https://www.mountainproject.com/route/106382881/vulture-roof,Vulture Roof,5.11 YDS,"TR, 55 ft (17 m)",328 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106382891/moment-of-inertia,Moment of Inertia,5.10c YDS,"Trad, TR, 55 ft (17 m)",844 total · 6/month,2009-03-21
https://www.mountainproject.com/route/116193014/obsidian-corner,Obsidian Corner,5.11 YDS PG13,"TR, 60 ft (18 m)",331 total · 12/month,2018-12-17
https://www.mountainproject.com/route/106096025/tree-climb,Tree Climb,5.10c YDS,"Trad, TR, 70 ft (21 m)",887 total · 6/month,2008-01-25
https://www.mountainproject.com/route/106090620/mr-fosters-lead,Mr. Foster's Lead,5.9+ YDS,"Trad, TR, 70 ft (21 m)","1,277 total · 8/month",2008-01-14
https://www.mountainproject.com/route/106382933/route-25,Route 25,5.10+ YDS,"Trad, TR, 55 ft (17 m)",335 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106096495/black-wall,Black Wall,5.10c YDS,"Trad, TR, 60 ft (18 m)",719 total · 4/month,2008-01-26
https://www.mountainproject.com/route/120080335/route-27,Route 27,5.10d YDS R,"Trad, TR, 60 ft (18 m)",89 total · 23/month,2020-12-17
https://www.mountainproject.com/route/120080361/cactus-climb-left-var,"Cactus Climb, Left (var.)",5.9+ YDS,"Trad, TR, 60 ft (18 m)",95 total · 24/month,2020-12-17
https://www.mountainproject.com/route/106024773/cactus-climb,Cactus Climb,5.10b YDS,"Trad, TR, 60 ft (18 m)","1,491 total · 9/month",2007-09-12
https://www.mountainproject.com/route/106382929/face-variation,Face Variation,5.10+ YDS,"TR, 55 ft (17 m)",325 total · 2/month,2009-03-21
https://www.mountainproject.com/route/105995997/beginners-hand-jam,Beginner's Hand Jam,5.9 YDS,"Trad, TR, 60 ft (18 m)","4,711 total · 28/month",2007-07-18
https://www.mountainproject.com/route/106382920/advanced-start,Advanced Start,5.11a YDS,"Trad, TR, 55 ft (17 m)",296 total · 2/month,2009-03-21
https://www.mountainproject.com/route/106024896/upper-left-roof,Upper Left Roof,5.9 YDS,"Trad, TR, 75 ft (23 m)","1,500 total · 9/month",2007-09-12
https://www.mountainproject.com/route/106382924/fingertip-layback,Fingertip Layback,5.11a YDS,"Trad, TR, 55 ft (17 m)",424 total · 3/month,2009-03-21
https://www.mountainproject.com/route/106194928/barlows-buttress,Barlow's Buttress,5.10c YDS,"Trad, TR, 70 ft (21 m)",344 total · 2/month,2008-06-30
https://www.mountainproject.com/route/106238862/battle-of-the-bulge,Battle of the Bulge,5.11b YDS R,"Trad, TR, 70 ft (21 m)",316 total · 2/month,2008-08-26
https://www.mountainproject.com/route/106092889/flakey-nine,Flakey Nine,5.9+ YDS,"Trad, TR, 60 ft (18 m)","1,212 total · 8/month",2008-01-19
https://www.mountainproject.com/route/107350239/flakey-face,Flakey Face,5.11+ YDS,"TR, 55 ft (17 m)",562 total · 5/month,2011-10-29
https://www.mountainproject.com/route/106193487/route-37,Route 37,5.10d YDS,"Trad, TR, 60 ft (18 m)",334 total · 2/month,2008-06-29
https://www.mountainproject.com/route/106032245/blow-hole,Blow Hole,5.10+ YDS,"Trad, TR, 80 ft (24 m)","2,154 total · 13/month",2007-09-25
https://www.mountainproject.com/route/106382907/repo-man,Repo Man,5.12 YDS,"Trad, TR, 45 ft (14 m)",710 total · 5/month,2009-03-21
https://www.mountainproject.com/route/106382911/moon-dog,Moon Dog,5.10 YDS,"Trad, TR, 45 ft (14 m)",326 total · 2/month,2009-03-21
https://www.mountainproject.com/route/109862288/code-brown,Code Brown,5.9 YDS,"Trad, 50 ft (15 m)",481 total · 6/month,2014-12-24
https://www.mountainproject.com/route/106382835/playground-traverse,Playground Traverse,V6-7 YDS,"Boulder, 300 ft (91 m)",757 total · 5/month,2009-03-21
https://www.mountainproject.com/route/112810259/i-wish-i-had-some-feet,I Wish I Had Some Feet,5.9+ YDS,"Trad, TR",558 total · 11/month,2017-04-09
https://www.mountainproject.com/route/106383321/route-1,Route 1,5.11- YDS,"TR, 35 ft (11 m)",402 total · 3/month,2009-03-22
https://www.mountainproject.com/route/108172978/route-15,Route 1.5,5.7 YDS,"Trad, TR, 45 ft (14 m)",799 total · 8/month,2013-06-02
https://www.mountainproject.com/route/106107974/car-camping-with-the-kids,Car Camping with the Kids,5.7 YDS,"Trad, TR, 45 ft (14 m)","1,809 total · 11/month",2008-02-18
https://www.mountainproject.com/route/106383325/double-trouble,Double Trouble,5.12+ YDS,"TR, 35 ft (11 m)",394 total · 3/month,2009-03-22
https://www.mountainproject.com/route/106383331/route-4,Route 4,5.11- YDS,"Trad, TR, 35 ft (11 m)",487 total · 3/month,2009-03-22
https://www.mountainproject.com/route/106383335/sleeper,Sleeper,5.10+ YDS,"Trad, TR, 35 ft (11 m)",575 total · 4/month,2009-03-22
https://www.mountainproject.com/route/106383341/jane,Jane,5.9 YDS,"Trad, TR, 35 ft (11 m)",748 total · 5/month,2009-03-22
https://www.mountainproject.com/route/106383345/tarzan,Tarzan,5.10+ YDS,"Trad, TR, 35 ft (11 m)",413 total · 3/month,2009-03-22
https://www.mountainproject.com/route/106155079/pieces-of-eight,Pieces of Eight,5.8 YDS,"Trad, TR, 40 ft (12 m)",985 total · 6/month,2008-05-03
https://www.mountainproject.com/route/106109717/shaky-flake,Shaky Flake,5.9 YDS R,"Trad, TR, 40 ft (12 m)",433 total · 3/month,2008-02-20
https://www.mountainproject.com/route/106109725/fickle-fingers,Fickle Fingers,5.10a YDS,"Trad, TR, 40 ft (12 m)",444 total · 3/month,2008-02-20
https://www.mountainproject.com/route/106383350/kors-dog,Kor's Dog,5.8 YDS,"Trad, TR, 35 ft (11 m)",901 total · 6/month,2009-03-22
https://www.mountainproject.com/route/106377427/desperate-left,Desperate (Left),5.8 YDS,"Trad, TR, 45 ft (14 m)","1,043 total · 7/month",2009-03-16
https://www.mountainproject.com/route/106111965/upper-kors-crack,Upper Kor's Crack,5.9 YDS,"Trad, TR, 45 ft (14 m)","3,545 total · 22/month",2008-02-25
https://www.mountainproject.com/route/106119316/gymnast,Gymnast,5.8+ YDS,"Trad, TR, 40 ft (12 m)","1,179 total · 7/month",2008-03-10
https://www.mountainproject.com/route/106109701/lower-kors-crack,Lower Kor's Crack,5.10+ YDS,"Trad, TR, 40 ft (12 m)","1,777 total · 11/month",2008-02-20
https://www.mountainproject.com/route/106383361/dream-of-white-gerbils,Dream of White Gerbils,5.11 YDS,"Sport, TR, 35 ft (11 m)",622 total · 4/month,2009-03-22
https://www.mountainproject.com/route/106383356/fool-on-the-hill,Fool on the Hill,5.12 YDS,"Sport, TR, 35 ft (11 m)",632 total · 4/month,2009-03-22
https://www.mountainproject.com/route/106108000/pillars-of-hercules-left-var,Pillars of Hercules (left var.),5.7 YDS,"Trad, TR, 45 ft (14 m)","1,666 total · 10/month",2008-02-18
https://www.mountainproject.com/route/106127218/pillars-of-hercules-right-var,Pillars of Hercules (right var.),5.8 YDS,"Trad, TR, 45 ft (14 m)","1,548 total · 10/month",2008-03-24
https://www.mountainproject.com/route/106146320/route-19,Route 19,5.9 YDS R,"Trad, TR, 40 ft (12 m)",762 total · 5/month,2008-04-21
https://www.mountainproject.com/route/106108142/cindys-chimney,Cindy's Chimney,5.7 YDS,"Trad, TR, 45 ft (14 m)","2,164 total · 14/month",2008-02-18
https://www.mountainproject.com/route/106111414/call-of-the-crane,Call of the Crane,5.10a YDS,"Trad, TR, 40 ft (12 m)","1,069 total · 7/month",2008-02-24
https://www.mountainproject.com/route/106127232/chuckwalla,Chuckwalla,5.8 YDS,"Trad, TR, 45 ft (14 m)","1,553 total · 10/month",2008-03-24
https://www.mountainproject.com/route/106313087/chuckwalla-right,Chuckwalla Right,5.10b YDS PG13,"Trad, TR, 40 ft (12 m)",784 total · 5/month,2008-11-30
https://www.mountainproject.com/route/106313094/belly-flop,Belly Flop,5.8+ YDS,"Trad, TR, 40 ft (12 m)","1,134 total · 8/month",2008-11-30
https://www.mountainproject.com/route/106108056/belly-up,Belly Up,5.7 YDS,"Trad, TR, 45 ft (14 m)","1,355 total · 8/month",2008-02-18
https://www.mountainproject.com/route/106108028/grandstanding,Grandstanding,5.6 YDS,"Trad, TR, 40 ft (12 m)","1,213 total · 8/month",2008-02-18
https://www.mountainproject.com/route/120321911/grandstanding-right,Grandstanding Right,5.6 YDS,"Trad, 40 ft (12 m)",77 total · 46/month,2021-02-23
https://www.mountainproject.com/route/106111085/left-cave-route,Left Cave Route,5.9+ YDS,"Trad, TR, 45 ft (14 m)",916 total · 6/month,2008-02-23
https://www.mountainproject.com/route/106111080/cave-route-center,Cave Route Center,5.9 YDS,"Trad, TR, 45 ft (14 m)","1,271 total · 8/month",2008-02-23
https://www.mountainproject.com/route/106111071/right-cave-route,Right Cave Route,5.11c YDS,"Trad, TR, 45 ft (14 m)",762 total · 5/month,2008-02-23
https://www.mountainproject.com/route/106146331/ardeidae-arete,Ardeidae Arete,5.8 YDS R,"Trad, TR, 40 ft (12 m)",646 total · 4/month,2008-04-21
https://www.mountainproject.com/route/106146326/herons-fissure,Heron's Fissure,5.8+ YDS,"Trad, TR, 40 ft (12 m)",962 total · 6/month,2008-04-21
https://www.mountainproject.com/route/106107980/porkys-bad-luck,Porky's Bad Luck,5.6 YDS,"Trad, TR, 40 ft (12 m)","1,102 total · 7/month",2008-02-18
https://www.mountainproject.com/route/107428583/toxic-avenger,Toxic Avenger,5.12a/b YDS,"Sport, 60 ft (18 m)",418 total · 4/month,2012-01-06
https://www.mountainproject.com/route/119971582/route-6,Route 6,5.10a YDS,"Trad, 60 ft (18 m)",89 total · 19/month,2020-11-24
https://www.mountainproject.com/route/105943050/hey-is-there-anybody-in-there,"Hey, Is There Anybody In There?",5.12a YDS PG13,"Sport, 60 ft (18 m)",403 total · 2/month,2007-04-09
https://www.mountainproject.com/route/107428610/one-hundred-years-of-solitude,One Hundred Years of Solitude,5.10d YDS,"Sport, 60 ft (18 m)",371 total · 3/month,2012-01-06
https://www.mountainproject.com/route/106997885/fecal-antimatter,Fecal Antimatter,5.11d YDS,"Sport, 60 ft (18 m)",346 total · 3/month,2010-12-28
https://www.mountainproject.com/route/106997921/unknown,Unknown,5.11a YDS,"Sport, 60 ft (18 m)",336 total · 3/month,2010-12-28
https://www.mountainproject.com/route/106997946/septic-maiden,Septic Maiden,5.11c/d YDS,"Sport, 60 ft (18 m)",318 total · 3/month,2010-12-28
https://www.mountainproject.com/route/118710192/vestal-virgin,Vestal Virgin,5.11c YDS,"Sport, 90 ft (27 m)",213 total · 17/month,2020-03-29
https://www.mountainproject.com/route/118710131/route-13,Route 13,5.12c YDS,"Sport, 90 ft (27 m)",301 total · 24/month,2020-03-29
https://www.mountainproject.com/route/106291624/barbaras-midnight-missile,Barbara's Midnight Missile,5.10c YDS,"Sport, 30 ft (9 m)",502 total · 3/month,2008-10-31
https://www.mountainproject.com/route/106291627/unnamed,Unnamed,5.10a YDS,"Trad, 30 ft (9 m)",283 total · 2/month,2008-10-31
https://www.mountainproject.com/route/106291612/bush-whacker,Bush Whacker,5.9 YDS,"Sport, 30 ft (9 m)",605 total · 4/month,2008-10-31
https://www.mountainproject.com/route/106115725/shrimp-fajita,Shrimp Fajita,5.6 YDS,"Trad, TR, 40 ft (12 m) Fixed Hardware (1)",843 total · 5/month,2008-03-03
https://www.mountainproject.com/route/106115742/steak-fajita,Steak Fajita,5.9- YDS,"TR, 45 ft (14 m) Fixed Hardware (1)",480 total · 3/month,2008-03-03
https://www.mountainproject.com/route/112859588/green-chile,Green Chile,5.10 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",477 total · 10/month,2017-04-28
https://www.mountainproject.com/route/112859620/hot-salsa,Hot Salsa,5.9+ YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",429 total · 9/month,2017-04-28
https://www.mountainproject.com/route/112859625/hot-salsa-direct,Hot Salsa Direct,5.10 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",373 total · 8/month,2017-04-28
https://www.mountainproject.com/route/112859630/smorgasbord,Smorgasbord,5.9 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",418 total · 9/month,2017-04-28
https://www.mountainproject.com/route/112859643/jalapeno-dip,Jalapeño Dip,5.9 YDS,"Trad, 45 ft (14 m) Fixed Hardware (1)",441 total · 9/month,2017-04-28
https://www.mountainproject.com/route/106115698/jalapeno-crack,Jalapeño Crack,5.7 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",492 total · 3/month,2008-03-03
https://www.mountainproject.com/route/112859648/bean-dip,Bean Dip,5.10 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",382 total · 8/month,2017-04-28
https://www.mountainproject.com/route/106377411/frijoles-crack,Frijoles Crack,5.8 YDS,"Trad, 40 ft (12 m) Fixed Hardware (1)",447 total · 3/month,2009-03-16
https://www.mountainproject.com/route/106115672/mejilla-derecha,Mejilla Derecha,5.7 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",449 total · 3/month,2008-03-03
https://www.mountainproject.com/route/112859715/mejilla-izquierda,Mejilla Izquierda,5.7 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",470 total · 10/month,2017-04-28
https://www.mountainproject.com/route/112859753/my-lichen,My Lichen,5.9 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",392 total · 8/month,2017-04-28
https://www.mountainproject.com/route/106115647/not-my-lichen,Not My Lichen,5.7 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",585 total · 4/month,2008-03-03
https://www.mountainproject.com/route/113213039/lichen-delight,Lichen Delight,5.10 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",434 total · 9/month,2017-06-25
https://www.mountainproject.com/route/113213070/vintage-wine,Vintage Wine,5.9 YDS,"Trad, TR, 45 ft (14 m) Fixed Hardware (1)",421 total · 9/month,2017-06-25
https://www.mountainproject.com/route/106743680/five-feet-and-wine,Five Feet and Wine,5.8 YDS,"Trad, TR, 40 ft (12 m) Fixed Hardware (1)",732 total · 5/month,2010-04-26
https://www.mountainproject.com/route/106099318/triple-overhang,Triple Overhang,5.9 YDS,"Trad, TR, 50 ft (15 m)",451 total · 3/month,2008-01-31
https://www.mountainproject.com/route/106098843/open-book,Open Book,5.9- YDS,"Trad, TR, 50 ft (15 m)",577 total · 4/month,2008-01-30
https://www.mountainproject.com/route/106758076/hard-start,Hard Start,5.11c YDS R,"TR, 50 ft (15 m)",352 total · 3/month,2010-05-09
https://www.mountainproject.com/route/106758333/less-hard-start,Less-Hard Start,5.9 YDS,"Trad, TR, 50 ft (15 m)",402 total · 3/month,2010-05-09
https://www.mountainproject.com/route/106758347/inside-dihedral,Inside Dihedral,5.8 YDS,"Trad, TR, 50 ft (15 m)",431 total · 3/month,2010-05-09
https://www.mountainproject.com/route/106409479/boy-scout-aka-broadway,Boy Scout (aka Broadway),5.9 YDS,"Trad, TR, 50 ft (15 m)",495 total · 3/month,2009-04-19
https://www.mountainproject.com/route/106181599/the-notch,The Notch,5.10c YDS,"Trad, TR, 45 ft (14 m)",355 total · 2/month,2008-06-11
https://www.mountainproject.com/route/106098831/wisconsin,Wisconsin,5.10c YDS PG13,"Trad, TR, 50 ft (15 m)","1,698 total · 11/month",2008-01-30
https://www.mountainproject.com/route/106268860/the-nose,The Nose,5.12a YDS X,"TR, 50 ft (15 m)","1,107 total · 7/month",2008-10-04
https://www.mountainproject.com/route/106107279/beastie-crack,Beastie Crack,5.10- YDS,"Trad, TR, 40 ft (12 m)",478 total · 3/month,2008-02-16
https://www.mountainproject.com/route/106505829/herbs-roof,Herb's Roof,5.9 YDS,"Trad, TR, 40 ft (12 m)",443 total · 3/month,2009-08-02
https://www.mountainproject.com/route/106134236/original-open-book,Original Open Book,5.8- YDS,"Trad, TR, 40 ft (12 m)",807 total · 5/month,2008-04-02
https://www.mountainproject.com/route/106135685/left-mother,Left Mother,5.10c YDS,"Trad, TR, 40 ft (12 m)",338 total · 2/month,2008-04-05
https://www.mountainproject.com/route/106181593/middle-mother,Middle Mother,5.10b YDS,"Trad, TR, 50 ft (15 m)",821 total · 5/month,2008-06-11
https://www.mountainproject.com/route/119879683/right-mother,Right Mother,5.11c YDS,"Trad, TR, 50 ft (15 m)",92 total · 17/month,2020-11-07
https://www.mountainproject.com/route/106783917/flat-footed,Flat-footed,5.8- YDS,"Trad, TR, 45 ft (14 m)",735 total · 6/month,2010-06-01
https://www.mountainproject.com/route/106505848/the-ramp,The Ramp,5.7 YDS,"Trad, TR, 45 ft (14 m)",423 total · 3/month,2009-08-02
https://www.mountainproject.com/route/106978532/porter-route,Porter Route,5.10a YDS,"Trad, 50 ft (15 m)",331 total · 3/month,2010-12-03
